protein,ligand,status,num_poses,best_affinity_kcal,elapsed_time_s,output_dir
Orai1WT-MDSnap-Fr499_cleaned,V6G_ideal,success,10,-9.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,VCA_ideal,success,10,-5.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,VIV_ideal,success,10,-8.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,VL1_ideal,success,10,-9.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,VS2_ideal,success,10,-8.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,VTQ_ideal,success,10,-6.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,VXI_ideal,success,10,-7.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,W42_ideal,success,10,-5.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,W43_ideal,success,10,-7.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,W56_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,W59_ideal,success,10,-8.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,W71_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,W8R_ideal,success,10,-8.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,WVN_ideal,success,10,-9.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,X2N_ideal,success,10,-8.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,X4U_ideal,success,10,-7.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,XAT_ideal,success,10,-9.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,XB7_ideal,success,10,-8.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,XC9_ideal,success,10,-9.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,XIN_ideal,success,10,-9.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,XMJ_ideal,success,10,-8.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,XNH_ideal,success,10,-9.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,XPG_ideal,success,10,-5.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,XR1_ideal,success,10,-8.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,Y9J_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,YG7_ideal,success,10,-8.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,YHR_ideal,success,10,-7.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,YIS_ideal,success,10,-8.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,YKQ_ideal,success,10,-8.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,YMA_ideal,success,10,-4.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,Z6V_ideal,success,10,-8.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,Z90_ideal,success,10,-9.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,ZIY_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,05J_ideal,success,10,-10.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,07J_ideal,success,10,-8.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,0LI_ideal,success,10,-10.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,10A_ideal,success,10,-6.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,11U_ideal,success,10,-8.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,128_ideal,success,10,-8.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,138_ideal,success,10,-7.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,140_ideal,success,10,-5.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,146_ideal,success,10,-12.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,169_ideal,success,10,-8.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,16A_ideal,success,10,-5.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,17F_ideal,success,10,-5.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,1JY_ideal,success,10,-8.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,1L3_ideal,success,9,-10.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,1N1_ideal,success,10,-8.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,1VU_ideal,success,10,-8.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,1XJ_ideal,success,10,-8.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,21V_ideal,success,10,-8.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,243_ideal,success,10,-6.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,276_ideal,success,10,-10.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,27U_ideal,success,10,-9.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,2CP_ideal,success,10,-8.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,2ED_ideal,success,10,-6.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,2I4_ideal,success,4,-12.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,2MC_ideal,success,10,-6.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,2RD_ideal,success,10,-6.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,2S8_ideal,success,10,-8.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,2TA_ideal,success,10,-10.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,2YB_ideal,success,10,-10.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,30B_ideal,success,10,-7.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,32U_ideal,success,10,-8.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,347_ideal,success,10,-8.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,34W_ideal,success,10,-9.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,385_ideal,success,10,-10.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,38P_ideal,success,10,-7.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,3B9_ideal,success,10,-8.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,3CB_ideal,success,10,-8.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,3H4_ideal,success,10,-8.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,3HC_ideal,success,10,-7.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,3IN_ideal,success,10,-11.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,3N6_ideal,success,10,-10.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,3PC_ideal,success,10,-7.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,3ZC_ideal,success,10,-9.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,442_ideal,success,10,-9.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,46U_ideal,success,10,-8.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,4CA_ideal,success,10,-6.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,4CC_ideal,success,10,-8.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,4CO_ideal,success,10,-8.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,4EA_ideal,success,10,-9.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,4HD_ideal,success,10,-7.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,4IF_ideal,success,10,-6.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,4UH_ideal,success,10,-8.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,50U_ideal,success,10,-9.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,54J_ideal,success,10,-10.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,570_ideal,success,10,-10.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,587_ideal,success,10,-7.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,59U_ideal,success,10,-7.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,5CB_ideal,success,10,-9.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,5D5_ideal,success,10,-10.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,5FA_ideal,success,10,-7.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,5MV_ideal,success,10,-9.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,5PI_ideal,success,10,-8.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,5X6_ideal,success,10,-8.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,5YM_ideal,success,10,-5.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,626_ideal,success,8,-10.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,63J_ideal,success,10,-9.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,63K_ideal,success,10,-9.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,65C_ideal,success,10,-8.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,66T_ideal,success,10,-7.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,6E2_ideal,success,10,-9.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,6EJ_ideal,success,10,-10.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,6F6_ideal,success,10,-6.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,6FA_ideal,success,10,-9.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,6GY_ideal,success,10,-10.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,6K9_ideal,success,10,-10.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,6SA_ideal,success,10,-6.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,6ZV_ideal,success,10,-9.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,710_ideal,success,10,-10.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,711_ideal,success,10,-11.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,740_ideal,success,10,-8.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,742_ideal,success,10,-5.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,74T_ideal,success,10,-10.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,7AK_ideal,success,10,-6.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,7I4_ideal,success,10,-10.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,7IX_ideal,success,10,-10.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,7RU_ideal,success,10,-9.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,7T1_ideal,success,10,-9.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,7TB_ideal,success,10,-8.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,7X1_ideal,success,10,-9.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,7Y5_ideal,success,10,-9.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,80I_ideal,success,10,-8.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,88Z_ideal,success,10,-8.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,8DZ_ideal,success,10,-5.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,8I2_ideal,failed,0,,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,8JC_ideal,success,10,-9.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,8PP_ideal,success,10,-9.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,8QW_ideal,success,10,-8.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,8RC_ideal,success,10,-9.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,8VP_ideal,success,10,-9.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,8X7_ideal,success,9,-11.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,8XJ_ideal,success,6,-12.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,919_ideal,success,10,-9.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,964_ideal,success,10,-7.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,96Q_ideal,success,10,-10.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,98I_ideal,success,10,-11.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,9AJ_ideal,success,10,-9.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,9B0_ideal,success,10,-9.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,9HO_ideal,success,10,-5.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,9IN_ideal,success,10,-8.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,9N6_ideal,success,10,-8.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,9SC_ideal,success,10,-8.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,9TP_ideal,success,10,-11.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A00_ideal,success,10,-8.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1AAC_ideal,success,10,-11.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1AF4_ideal,success,10,-11.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1APA_ideal,success,10,-7.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1AZ7_ideal,success,10,-8.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1BLM_ideal,success,10,-9.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1BPC_ideal,success,10,-10.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1C3G_ideal,success,10,-10.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1CB7_ideal,failed,0,,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1CEA_ideal,success,10,-9.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1D8M_ideal,success,10,-8.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1D8Y_ideal,success,10,-10.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1E_ideal,success,10,-9.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1H3T_ideal,success,10,-10.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1JMR_ideal,success,10,-10.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1JS8_ideal,success,10,-10.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1JSO_ideal,success,10,-8.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1JSR_ideal,success,7,-11.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1JTY_ideal,success,10,-6.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1L66_ideal,failed,0,,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1LVF_ideal,failed,0,,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1LXP_ideal,success,10,-8.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A1LY1_ideal,success,10,-8.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A2E_ideal,success,10,-9.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A3D_ideal,success,10,-9.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A4I_ideal,failed,0,,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A4P_ideal,success,10,-8.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A6L_ideal,success,10,-5.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A86_ideal,success,10,-9.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,A8B_ideal,success,10,-8.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AA2_ideal,success,10,-8.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AAF_ideal,success,10,-8.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AAO_ideal,success,10,-6.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,ABC_ideal,success,10,-6.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,ACG_ideal,success,10,-8.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,ACQ_ideal,success,10,-7.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,ADV_ideal,success,10,-6.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AGA_ideal,success,10,-6.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AGH_ideal,failed,0,,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AH4_ideal,success,10,-8.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AHZ_ideal,success,10,-8.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AIK_ideal,success,10,-7.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AK1_ideal,success,10,-9.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AK2_ideal,success,10,-7.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AK3_ideal,success,10,-8.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AKA_ideal,success,10,-9.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AOE_ideal,success,10,-9.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AP5_ideal,success,10,-8.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AP8_ideal,failed,0,,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,APX_ideal,success,10,-9.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,ARC_ideal,success,10,-5.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,ARE_ideal,success,10,-5.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,ARR_ideal,success,10,-7.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,AUR_ideal,success,10,-7.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,B18_ideal,success,10,-8.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,B32_ideal,success,10,-7.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,B3N_ideal,success,10,-6.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,B8L_ideal,success,10,-9.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,B96_ideal,success,10,-10.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BA3_ideal,success,10,-7.8,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BBZ_ideal,success,10,-10.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BFF_ideal,success,10,-7.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BH7_ideal,success,10,-6.9,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BL5_ideal,success,10,-8.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BLI_ideal,success,10,-10.1,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BLM_ideal,failed,0,,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BN2_ideal,success,10,-7.7,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BN3_ideal,success,10,-8.6,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BN4_ideal,success,10,-8.0,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BN5_ideal,success,10,-7.4,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BO9_ideal,success,10,-8.3,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BR4_ideal,success,10,-8.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BTX_ideal,success,10,-7.2,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BUI_ideal,success,10,-6.5,24.57,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-START-Fr0_cleaned,BV1_ideal,failed,0,,24.57,/workspace/master_dev/docking_ready_meeko/docking
