protein,ligand,pose_sdf,pose_centroid_x,pose_centroid_y,pose_centroid_z,in_fpocket,nearest_fpocket_id,nearest_fpocket_dist_A,in_p2rank,nearest_p2rank_id,nearest_p2rank_dist_A,in_any_pocket
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_020.sdf,-8.23,25.81,-7.34,False,fpocket_cleaned_p003,13.13,False,p2rank_raw_p004,23.89,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_021.sdf,-9.74,28.35,-5.69,False,fpocket_cleaned_p003,15.94,False,p2rank_raw_p004,24.8,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_022.sdf,-9.3,27.08,-7.1,False,fpocket_cleaned_p003,14.05,False,p2rank_raw_p004,24.53,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_023.sdf,-7.77,24.92,-9.72,False,fpocket_cleaned_p003,10.55,False,p2rank_raw_p004,24.76,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_024.sdf,-8.6,25.97,-10.0,False,fpocket_cleaned_p003,10.88,False,p2rank_raw_p004,25.5,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_025.sdf,-7.56,25.1,-8.72,False,fpocket_cleaned_p003,11.51,False,p2rank_raw_p004,24.33,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_026.sdf,-7.08,25.4,-8.55,False,fpocket_cleaned_p003,11.73,False,p2rank_raw_p004,24.59,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_027.sdf,-9.95,28.54,-4.29,False,fpocket_cleaned_p003,17.29,False,p2rank_raw_p004,24.29,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_028.sdf,-9.04,27.26,-6.01,False,fpocket_cleaned_p003,15.04,False,p2rank_raw_p004,24.16,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_029.sdf,-7.87,25.68,-9.63,False,fpocket_cleaned_p003,10.95,False,p2rank_raw_p004,25.23,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_030.sdf,-9.27,25.86,-7.76,False,fpocket_cleaned_p003,12.97,False,p2rank_raw_p004,23.92,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_031.sdf,-8.66,25.72,-7.97,False,fpocket_cleaned_p003,12.6,False,p2rank_raw_p004,24.06,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_032.sdf,-8.41,25.73,-7.57,False,fpocket_cleaned_p003,12.92,False,p2rank_raw_p004,23.91,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_033.sdf,-9.72,28.72,-6.06,False,fpocket_cleaned_p003,15.8,False,p2rank_raw_p004,25.29,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_034.sdf,-7.39,25.27,-9.87,False,fpocket_cleaned_p003,10.5,False,p2rank_raw_p004,25.21,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_035.sdf,-8.14,25.88,-9.74,False,fpocket_cleaned_p003,10.98,False,p2rank_raw_p004,25.39,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_036.sdf,-7.39,24.89,-8.29,False,fpocket_cleaned_p003,11.82,False,p2rank_raw_p004,23.96,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_037.sdf,-9.29,27.12,-5.79,False,fpocket_cleaned_p003,15.22,False,p2rank_raw_p004,23.89,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_038.sdf,-7.85,25.71,-9.78,False,fpocket_cleaned_p003,10.82,False,p2rank_raw_p004,25.36,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_039.sdf,-8.85,26.75,-8.89,False,fpocket_cleaned_p003,12.25,False,p2rank_raw_p004,25.37,False
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,unguided_040.sdf,-8.83,27.14,-9.94,False,fpocket_cleaned_p003,11.57,False,p2rank_raw_p004,26.3,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_001.sdf,-7.48,23.92,-12.59,True,fpocket_cleaned_p003,7.51,False,p2rank_raw_p004,26.09,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_002.sdf,-8.65,24.72,-10.26,False,fpocket_cleaned_p003,10.15,False,p2rank_raw_p004,24.75,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_003.sdf,-9.44,23.82,-12.34,False,fpocket_cleaned_p003,8.24,False,p2rank_raw_p004,25.4,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_004.sdf,-7.16,23.37,-11.87,True,fpocket_cleaned_p003,7.94,False,p2rank_raw_p001,25.24,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_005.sdf,-7.09,23.81,-12.19,True,fpocket_cleaned_p003,7.78,False,p2rank_raw_p001,25.75,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_006.sdf,-9.99,24.47,-12.84,False,fpocket_cleaned_p003,8.3,False,p2rank_raw_p004,26.1,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_007.sdf,-8.47,24.68,-10.13,False,fpocket_cleaned_p003,10.21,False,p2rank_raw_p004,24.68,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_008.sdf,-7.61,23.69,-12.39,True,fpocket_cleaned_p003,7.62,False,p2rank_raw_p004,25.77,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_009.sdf,-7.83,23.86,-11.7,False,fpocket_cleaned_p003,8.36,False,p2rank_raw_p004,25.33,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_010.sdf,-9.12,24.36,-13.41,True,fpocket_cleaned_p003,7.44,False,p2rank_raw_p004,26.6,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_011.sdf,-9.34,24.77,-10.14,False,fpocket_cleaned_p003,10.46,False,p2rank_raw_p004,24.55,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_012.sdf,-8.16,26.16,-10.87,False,fpocket_cleaned_p003,10.15,False,p2rank_raw_p004,26.3,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_013.sdf,-9.52,24.74,-9.27,False,fpocket_cleaned_p003,11.28,False,p2rank_raw_p004,23.93,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_014.sdf,-7.47,23.54,-12.26,True,fpocket_cleaned_p003,7.67,False,p2rank_raw_p004,25.62,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_015.sdf,-10.33,25.72,-11.92,False,fpocket_cleaned_p003,9.74,False,p2rank_raw_p004,26.26,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_016.sdf,-7.56,24.09,-11.65,False,fpocket_cleaned_p003,8.44,False,p2rank_raw_p004,25.52,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_017.sdf,-9.44,24.43,-10.99,False,fpocket_cleaned_p003,9.62,False,p2rank_raw_p004,24.87,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_018.sdf,-7.8,24.14,-11.06,False,fpocket_cleaned_p003,9.04,False,p2rank_raw_p004,25.08,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_019.sdf,-7.62,23.65,-12.07,True,fpocket_cleaned_p003,7.91,False,p2rank_raw_p004,25.51,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_020.sdf,-7.65,23.78,-12.47,True,fpocket_cleaned_p003,7.6,False,p2rank_raw_p004,25.87,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_021.sdf,-7.94,24.13,-11.55,False,fpocket_cleaned_p003,8.61,False,p2rank_raw_p004,25.38,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_022.sdf,-8.7,26.98,-8.65,False,fpocket_cleaned_p003,12.54,False,p2rank_raw_p004,25.44,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_023.sdf,-7.5,23.96,-12.04,False,fpocket_cleaned_p003,8.03,False,p2rank_raw_p004,25.72,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_024.sdf,-9.55,24.39,-12.28,False,fpocket_cleaned_p003,8.55,False,p2rank_raw_p004,25.72,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_025.sdf,-8.08,24.27,-10.98,False,fpocket_cleaned_p003,9.21,False,p2rank_raw_p004,25.05,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_026.sdf,-9.06,24.73,-13.08,True,fpocket_cleaned_p003,7.85,False,p2rank_raw_p004,26.62,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_027.sdf,-8.45,24.09,-11.49,False,fpocket_cleaned_p003,8.76,False,p2rank_raw_p004,25.19,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_028.sdf,-7.48,23.7,-12.1,True,fpocket_cleaned_p003,7.88,False,p2rank_raw_p004,25.6,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_029.sdf,-8.02,23.58,-11.6,False,fpocket_cleaned_p003,8.4,False,p2rank_raw_p004,25.03,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_030.sdf,-9.15,24.08,-11.6,False,fpocket_cleaned_p003,8.87,False,p2rank_raw_p004,25.11,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_031.sdf,-8.7,26.27,-8.94,False,fpocket_cleaned_p003,11.96,False,p2rank_raw_p004,25.06,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_032.sdf,-10.33,25.87,-10.0,False,fpocket_cleaned_p003,11.35,False,p2rank_raw_p004,25.1,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_033.sdf,-7.69,23.89,-11.02,False,fpocket_cleaned_p003,8.97,False,p2rank_raw_p004,24.92,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_034.sdf,-9.36,24.9,-10.4,False,fpocket_cleaned_p003,10.28,False,p2rank_raw_p004,24.82,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_035.sdf,-7.86,23.59,-10.74,False,fpocket_cleaned_p003,9.18,False,p2rank_raw_p004,24.48,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_036.sdf,-9.59,25.94,-9.66,False,fpocket_cleaned_p003,11.42,False,p2rank_raw_p004,25.07,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_037.sdf,-9.69,24.89,-10.38,False,fpocket_cleaned_p003,10.4,False,p2rank_raw_p004,24.73,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_038.sdf,-8.39,25.1,-10.08,False,fpocket_cleaned_p003,10.4,False,p2rank_raw_p004,24.96,False
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_039.sdf,-7.57,23.64,-12.67,True,fpocket_cleaned_p003,7.34,False,p2rank_raw_p004,25.95,True
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,unguided_040.sdf,-8.27,24.63,-9.54,False,fpocket_cleaned_p003,10.7,False,p2rank_raw_p004,24.31,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_001.sdf,-10.6,27.13,-1.47,False,fpocket_cleaned_p003,19.44,False,p2rank_raw_p004,21.82,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_002.sdf,-10.76,27.36,-1.93,False,fpocket_cleaned_p003,19.12,False,p2rank_raw_p004,22.17,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_003.sdf,-10.7,27.3,-1.53,False,fpocket_cleaned_p003,19.46,False,p2rank_raw_p004,21.98,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_004.sdf,-10.92,26.92,-1.21,False,fpocket_cleaned_p003,19.68,False,p2rank_raw_p004,21.49,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_005.sdf,-10.74,26.74,-1.04,False,fpocket_cleaned_p003,19.74,False,p2rank_raw_p004,21.28,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_006.sdf,-10.77,27.26,-1.84,False,fpocket_cleaned_p003,19.18,False,p2rank_raw_p004,22.03,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_007.sdf,-10.85,26.51,-1.61,False,fpocket_cleaned_p003,19.18,False,p2rank_raw_p004,21.25,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_008.sdf,-10.94,26.73,-1.38,False,fpocket_cleaned_p003,19.48,False,p2rank_raw_p004,21.36,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_009.sdf,-10.72,27.34,-1.56,False,fpocket_cleaned_p003,19.45,False,p2rank_raw_p004,22.03,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_010.sdf,-10.9,26.75,-1.52,False,fpocket_cleaned_p003,19.35,False,p2rank_raw_p004,21.43,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_011.sdf,-10.89,26.7,-1.64,False,fpocket_cleaned_p003,19.21,False,p2rank_raw_p004,21.43,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_012.sdf,-10.9,26.77,-1.35,False,fpocket_cleaned_p003,19.51,False,p2rank_raw_p004,21.39,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_013.sdf,-10.71,27.32,-1.49,False,fpocket_cleaned_p003,19.51,False,p2rank_raw_p004,21.98,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_014.sdf,-10.68,27.15,-1.54,False,fpocket_cleaned_p003,19.4,False,p2rank_raw_p004,21.85,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_015.sdf,-10.83,27.45,-1.98,False,fpocket_cleaned_p003,19.13,False,p2rank_raw_p004,22.25,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_016.sdf,-10.72,27.34,-1.51,False,fpocket_cleaned_p003,19.49,False,p2rank_raw_p004,22.01,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_017.sdf,-10.7,26.69,-1.07,False,fpocket_cleaned_p003,19.69,False,p2rank_raw_p004,21.26,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_018.sdf,-10.73,26.74,-1.05,False,fpocket_cleaned_p003,19.74,False,p2rank_raw_p004,21.29,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_019.sdf,-10.8,27.39,-2.0,False,fpocket_cleaned_p003,19.08,False,p2rank_raw_p004,22.21,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_020.sdf,-10.95,26.9,-1.35,False,fpocket_cleaned_p003,19.55,False,p2rank_raw_p004,21.51,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_021.sdf,-10.77,27.47,-2.01,False,fpocket_cleaned_p003,19.09,False,p2rank_raw_p004,22.29,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_022.sdf,-10.88,26.61,-1.39,False,fpocket_cleaned_p003,19.42,False,p2rank_raw_p004,21.27,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_023.sdf,-10.86,26.72,-1.4,False,fpocket_cleaned_p003,19.44,False,p2rank_raw_p004,21.37,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_024.sdf,-10.86,26.53,-1.72,False,fpocket_cleaned_p003,19.09,False,p2rank_raw_p004,21.31,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_025.sdf,-10.7,26.84,-1.27,False,fpocket_cleaned_p003,19.55,False,p2rank_raw_p004,21.47,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_026.sdf,-10.76,26.69,-1.1,False,fpocket_cleaned_p003,19.68,False,p2rank_raw_p004,21.25,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_027.sdf,-10.67,27.24,-1.57,False,fpocket_cleaned_p003,19.39,False,p2rank_raw_p004,21.94,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_028.sdf,-10.76,26.81,-1.06,False,fpocket_cleaned_p003,19.75,False,p2rank_raw_p004,21.36,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_029.sdf,-10.79,26.88,-1.17,False,fpocket_cleaned_p003,19.68,False,p2rank_raw_p004,21.45,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_030.sdf,-10.87,26.77,-1.54,False,fpocket_cleaned_p003,19.32,False,p2rank_raw_p004,21.46,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_031.sdf,-10.75,27.18,-1.96,False,fpocket_cleaned_p003,19.04,False,p2rank_raw_p004,22.01,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_032.sdf,-10.77,27.45,-1.48,False,fpocket_cleaned_p003,19.57,False,p2rank_raw_p004,22.09,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_033.sdf,-10.89,26.64,-1.42,False,fpocket_cleaned_p003,19.4,False,p2rank_raw_p004,21.3,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_034.sdf,-10.76,27.44,-1.91,False,fpocket_cleaned_p003,19.17,False,p2rank_raw_p004,22.23,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_035.sdf,-10.67,27.23,-1.57,False,fpocket_cleaned_p003,19.39,False,p2rank_raw_p004,21.93,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_036.sdf,-10.92,26.71,-1.53,False,fpocket_cleaned_p003,19.33,False,p2rank_raw_p004,21.4,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_037.sdf,-10.84,27.45,-2.03,False,fpocket_cleaned_p003,19.09,False,p2rank_raw_p004,22.27,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_038.sdf,-10.89,26.76,-1.26,False,fpocket_cleaned_p003,19.59,False,p2rank_raw_p004,21.35,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_039.sdf,-10.93,26.75,-1.38,False,fpocket_cleaned_p003,19.48,False,p2rank_raw_p004,21.38,False
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,unguided_040.sdf,-10.91,26.58,-1.69,False,fpocket_cleaned_p003,19.14,False,p2rank_raw_p004,21.33,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_001.sdf,-10.11,24.41,-11.84,False,fpocket_cleaned_p003,9.15,False,p2rank_raw_p004,25.33,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_002.sdf,-10.16,23.84,-13.04,True,fpocket_cleaned_p003,7.98,False,p2rank_raw_p004,25.81,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_003.sdf,-10.15,23.06,-15.78,True,fpocket_cleaned_p003,5.7,False,p2rank_raw_p004,27.42,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_004.sdf,-9.81,21.16,-16.12,True,fpocket_cleaned_p003,4.84,False,p2rank_raw_p004,26.7,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_005.sdf,-10.31,21.53,-16.21,True,fpocket_cleaned_p003,5.19,False,p2rank_raw_p004,26.89,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_006.sdf,-10.15,24.54,-12.04,False,fpocket_cleaned_p003,9.05,False,p2rank_raw_p004,25.55,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_007.sdf,-9.95,24.57,-12.37,False,fpocket_cleaned_p003,8.71,False,p2rank_raw_p004,25.84,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_008.sdf,-9.78,21.34,-15.72,True,fpocket_cleaned_p003,5.11,False,p2rank_raw_p004,26.47,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_009.sdf,-9.77,21.55,-15.85,True,fpocket_cleaned_p003,5.03,False,p2rank_raw_p004,26.69,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_010.sdf,-9.82,24.47,-12.27,False,fpocket_cleaned_p003,8.7,False,p2rank_raw_p004,25.72,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_011.sdf,-9.9,24.62,-11.42,False,fpocket_cleaned_p003,9.49,False,p2rank_raw_p004,25.21,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_012.sdf,-10.16,24.73,-11.6,False,fpocket_cleaned_p003,9.49,False,p2rank_raw_p004,25.37,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_013.sdf,-9.28,22.81,-12.9,True,fpocket_cleaned_p003,7.39,False,p2rank_raw_p004,25.19,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_014.sdf,-9.94,24.69,-11.42,False,fpocket_cleaned_p003,9.53,False,p2rank_raw_p004,25.25,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_015.sdf,-10.45,24.08,-12.35,False,fpocket_cleaned_p003,8.76,False,p2rank_raw_p004,25.41,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_016.sdf,-9.82,24.95,-10.89,False,fpocket_cleaned_p003,10.04,False,p2rank_raw_p004,25.09,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_017.sdf,-10.03,24.69,-11.56,False,fpocket_cleaned_p003,9.45,False,p2rank_raw_p004,25.33,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_018.sdf,-9.23,23.55,-11.72,False,fpocket_cleaned_p003,8.62,False,p2rank_raw_p004,24.82,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_019.sdf,-10.31,24.33,-12.23,False,fpocket_cleaned_p003,8.88,False,p2rank_raw_p004,25.51,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_020.sdf,-10.95,23.19,-17.14,True,fpocket_cleaned_p003,5.65,False,p2rank_raw_p004,28.5,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_021.sdf,-9.7,24.65,-11.88,False,fpocket_cleaned_p003,9.04,False,p2rank_raw_p004,25.59,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_022.sdf,-10.78,23.09,-16.39,True,fpocket_cleaned_p003,5.82,False,p2rank_raw_p004,27.84,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_023.sdf,-10.18,24.28,-12.8,False,fpocket_cleaned_p003,8.35,False,p2rank_raw_p004,25.91,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_024.sdf,-10.6,24.36,-13.33,False,fpocket_cleaned_p003,8.19,False,p2rank_raw_p004,26.29,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_025.sdf,-10.57,23.24,-15.38,True,fpocket_cleaned_p003,6.31,False,p2rank_raw_p004,27.15,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_026.sdf,-10.55,24.4,-12.38,False,fpocket_cleaned_p003,8.91,False,p2rank_raw_p004,25.63,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_027.sdf,-9.66,22.94,-12.91,True,fpocket_cleaned_p003,7.58,False,p2rank_raw_p004,25.21,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_028.sdf,-10.62,24.45,-12.46,False,fpocket_cleaned_p003,8.89,False,p2rank_raw_p004,25.72,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_029.sdf,-10.35,23.13,-14.95,True,fpocket_cleaned_p003,6.42,False,p2rank_raw_p004,26.78,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_030.sdf,-10.77,24.44,-13.93,True,fpocket_cleaned_p003,7.88,False,p2rank_raw_p004,26.77,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_031.sdf,-10.03,24.08,-12.9,False,fpocket_cleaned_p003,8.12,False,p2rank_raw_p004,25.87,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_032.sdf,-10.9,23.1,-15.53,True,fpocket_cleaned_p003,6.4,False,p2rank_raw_p004,27.15,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_033.sdf,-9.95,24.1,-12.68,False,fpocket_cleaned_p003,8.27,False,p2rank_raw_p004,25.74,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_034.sdf,-10.33,22.9,-15.82,True,fpocket_cleaned_p003,5.75,False,p2rank_raw_p004,27.34,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_035.sdf,-10.3,23.82,-13.05,False,fpocket_cleaned_p003,8.04,False,p2rank_raw_p004,25.77,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_036.sdf,-9.86,24.51,-11.45,False,fpocket_cleaned_p003,9.41,False,p2rank_raw_p004,25.16,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_037.sdf,-10.15,21.67,-16.5,True,fpocket_cleaned_p003,4.91,False,p2rank_raw_p004,27.23,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_038.sdf,-9.06,23.18,-11.26,False,fpocket_cleaned_p003,8.88,False,p2rank_raw_p004,24.28,False
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_039.sdf,-9.74,21.41,-15.59,True,fpocket_cleaned_p003,5.18,False,p2rank_raw_p004,26.41,True
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,unguided_040.sdf,-10.16,23.84,-13.04,True,fpocket_cleaned_p003,7.98,False,p2rank_raw_p004,25.81,True
Orai1WT-MDSnap-Fr400,gsk7975a-prot-OPT,unguided_001.sdf,-10.49,26.76,-5.92,False,fpocket_cleaned_p003,15.25,False,p2rank_raw_p004,23.42,False
Orai1WT-MDSnap-Fr400,gsk7975a-prot-OPT,unguided_002.sdf,-10.67,26.68,-5.49,False,fpocket_cleaned_p003,15.66,False,p2rank_raw_p004,23.11,False
Orai1WT-MDSnap-Fr400,gsk7975a-prot-OPT,unguided_003.sdf,-10.25,26.68,-6.27,False,fpocket_cleaned_p003,14.85,False,p2rank_raw_p004,23.59,False
Orai1WT-MDSnap-Fr400,gsk7975a-prot-OPT,unguided_004.sdf,-10.95,26.77,-5.8,False,fpocket_cleaned_p003,15.5,False,p2rank_raw_p004,23.3,False
Orai1WT-MDSnap-Fr400,gsk7975a-prot-OPT,unguided_005.sdf,-10.75,27.16,-6.15,False,fpocket_cleaned_p003,15.29,False,p2rank_raw_p004,23.84,False
Orai1WT-MDSnap-Fr400,gsk7975a-prot-OPT,unguided_006.sdf,-10.45,27.28,-6.13,False,fpocket_cleaned_p003,15.27,False,p2rank_raw_p004,23.98,False
