protein,ligand,pose_sdf,pose_centroid_x,pose_centroid_y,pose_centroid_z,in_fpocket,nearest_fpocket_id,nearest_fpocket_dist_A,in_p2rank,nearest_p2rank_id,nearest_p2rank_dist_A,in_any_pocket
Orai1WT-START-Fr0,2abp-nh2-OPT,unguided_034.sdf,-9.8,21.15,-6.93,False,fpocket_cleaned_p005,11.93,False,p2rank_cleaned_p004,22.41,False
Orai1WT-START-Fr0,2abp-nh2-OPT,unguided_035.sdf,-9.71,20.7,-5.18,False,fpocket_cleaned_p005,10.85,False,p2rank_cleaned_p004,21.06,False
Orai1WT-START-Fr0,2abp-nh2-OPT,unguided_036.sdf,-9.56,19.58,-4.8,False,fpocket_cleaned_p005,9.66,False,p2rank_cleaned_p004,20.94,False
Orai1WT-START-Fr0,2abp-nh2-OPT,unguided_037.sdf,-8.7,21.03,-3.75,False,fpocket_cleaned_p005,10.76,False,p2rank_cleaned_p004,19.28,False
Orai1WT-START-Fr0,2abp-nh2-OPT,unguided_038.sdf,-8.87,20.59,-4.07,False,fpocket_cleaned_p005,10.39,False,p2rank_cleaned_p004,19.72,False
Orai1WT-START-Fr0,2abp-nh2-OPT,unguided_039.sdf,-8.98,21.33,-5.43,False,fpocket_cleaned_p005,11.48,False,p2rank_cleaned_p004,20.7,False
Orai1WT-START-Fr0,2abp-nh2-OPT,unguided_040.sdf,-7.91,21.65,-2.61,False,fpocket_cleaned_p005,11.24,False,p2rank_cleaned_p004,17.8,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_001.sdf,-13.23,16.06,-7.15,False,fpocket_cleaned_p005,9.04,False,p2rank_raw_p001,20.92,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_002.sdf,-11.06,17.74,-4.94,False,fpocket_cleaned_p005,8.31,False,p2rank_raw_p001,20.99,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_003.sdf,-10.07,18.52,-5.22,False,fpocket_cleaned_p005,8.89,False,p2rank_raw_p001,21.16,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_004.sdf,-12.01,16.4,-6.25,False,fpocket_cleaned_p005,8.18,False,p2rank_raw_p001,20.4,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_005.sdf,-11.27,17.76,-5.8,False,fpocket_cleaned_p005,8.76,False,p2rank_raw_p001,21.11,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_006.sdf,-12.06,16.46,-6.98,False,fpocket_cleaned_p005,8.67,False,p2rank_raw_p001,20.51,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_007.sdf,-10.04,19.17,-5.3,False,fpocket_cleaned_p005,9.51,False,p2rank_cleaned_p004,21.71,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_008.sdf,-12.42,16.4,-7.16,False,fpocket_cleaned_p005,8.89,False,p2rank_raw_p001,20.69,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_009.sdf,-10.72,17.73,-5.62,False,fpocket_cleaned_p005,8.49,False,p2rank_raw_p001,20.8,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_010.sdf,-10.14,20.54,-6.42,False,fpocket_cleaned_p005,11.21,False,p2rank_cleaned_p004,22.31,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_011.sdf,-12.16,16.49,-7.5,False,fpocket_cleaned_p005,9.05,False,p2rank_raw_p001,20.64,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_012.sdf,-13.14,15.61,-6.86,False,fpocket_cleaned_p005,8.55,False,p2rank_raw_p001,20.51,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_013.sdf,-12.38,15.64,-6.09,True,fpocket_cleaned_p005,7.73,False,p2rank_raw_p001,20.01,True
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_014.sdf,-11.53,18.5,-7.08,False,fpocket_cleaned_p005,10.07,False,p2rank_raw_p001,21.92,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_015.sdf,-11.63,16.41,-6.67,False,fpocket_cleaned_p005,8.29,False,p2rank_raw_p001,20.21,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_016.sdf,-11.12,17.54,-5.51,False,fpocket_cleaned_p005,8.39,False,p2rank_raw_p001,20.84,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_017.sdf,-13.16,16.49,-7.94,False,fpocket_cleaned_p005,9.77,False,p2rank_raw_p001,21.29,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_018.sdf,-11.56,16.92,-6.77,False,fpocket_cleaned_p005,8.69,False,p2rank_raw_p001,20.59,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_019.sdf,-11.76,16.87,-6.86,False,fpocket_cleaned_p005,8.78,False,p2rank_raw_p001,20.67,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_020.sdf,-11.88,16.56,-6.3,False,fpocket_cleaned_p005,8.28,False,p2rank_raw_p001,20.46,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_021.sdf,-11.72,16.65,-5.49,True,fpocket_cleaned_p005,7.87,False,p2rank_raw_p001,20.43,True
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_022.sdf,-12.0,16.79,-6.21,False,fpocket_cleaned_p005,8.45,False,p2rank_raw_p001,20.71,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_023.sdf,-10.37,18.03,-4.83,False,fpocket_cleaned_p005,8.36,False,p2rank_raw_p001,20.9,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_024.sdf,-11.67,17.37,-7.39,False,fpocket_cleaned_p005,9.42,False,p2rank_raw_p001,21.07,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_025.sdf,-12.73,16.3,-7.8,False,fpocket_cleaned_p005,9.36,False,p2rank_raw_p001,20.86,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_026.sdf,-13.03,16.48,-6.96,False,fpocket_cleaned_p005,9.11,False,p2rank_raw_p001,21.12,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_027.sdf,-11.41,16.65,-5.73,True,fpocket_cleaned_p005,7.87,False,p2rank_raw_p001,20.25,True
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_028.sdf,-10.38,18.96,-4.92,False,fpocket_cleaned_p005,9.23,False,p2rank_cleaned_p004,21.69,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_029.sdf,-11.05,17.06,-6.08,False,fpocket_cleaned_p005,8.26,False,p2rank_raw_p001,20.41,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_030.sdf,-11.36,16.9,-6.11,False,fpocket_cleaned_p005,8.24,False,p2rank_raw_p001,20.43,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_031.sdf,-11.77,17.35,-5.36,False,fpocket_cleaned_p005,8.39,False,p2rank_raw_p001,21.04,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_032.sdf,-10.31,18.48,-6.09,False,fpocket_cleaned_p005,9.27,False,p2rank_raw_p001,21.24,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_033.sdf,-11.29,17.2,-5.67,False,fpocket_cleaned_p005,8.24,False,p2rank_raw_p001,20.64,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_034.sdf,-11.55,16.48,-5.39,True,fpocket_cleaned_p005,7.61,False,p2rank_raw_p001,20.19,True
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_035.sdf,-11.12,17.13,-5.73,False,fpocket_cleaned_p005,8.15,False,p2rank_raw_p001,20.49,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_036.sdf,-12.14,17.68,-7.32,False,fpocket_cleaned_p005,9.77,False,p2rank_raw_p001,21.58,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_037.sdf,-11.87,17.02,-5.67,False,fpocket_cleaned_p005,8.31,False,p2rank_raw_p001,20.82,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_038.sdf,-9.44,20.82,-5.29,False,fpocket_cleaned_p005,10.97,False,p2rank_cleaned_p004,20.96,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_039.sdf,-12.77,16.04,-7.07,False,fpocket_cleaned_p005,8.75,False,p2rank_raw_p001,20.61,False
Orai1WT-START-Fr0,2abp-nh3p-OPT,unguided_040.sdf,-10.89,17.56,-5.91,False,fpocket_cleaned_p005,8.53,False,p2rank_raw_p001,20.74,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_001.sdf,-9.8,19.04,-2.62,False,fpocket_cleaned_p005,8.7,False,p2rank_cleaned_p004,19.65,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_002.sdf,-10.31,17.9,-3.16,True,fpocket_cleaned_p005,7.76,False,p2rank_cleaned_p004,20.72,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_003.sdf,-10.33,18.16,-3.24,False,fpocket_cleaned_p005,8.02,False,p2rank_cleaned_p004,20.7,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_004.sdf,-10.24,18.05,-2.88,True,fpocket_cleaned_p005,7.84,False,p2rank_cleaned_p004,20.43,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_005.sdf,-10.21,18.03,-3.13,True,fpocket_cleaned_p005,7.86,False,p2rank_cleaned_p004,20.58,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_006.sdf,-10.21,17.85,-3.08,True,fpocket_cleaned_p005,7.67,False,p2rank_cleaned_p004,20.62,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_007.sdf,-10.25,17.9,-3.04,True,fpocket_cleaned_p005,7.73,False,p2rank_cleaned_p004,20.6,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_008.sdf,-10.19,18.12,-2.94,True,fpocket_cleaned_p005,7.91,False,p2rank_cleaned_p004,20.42,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_009.sdf,-10.0,18.72,-3.02,False,fpocket_cleaned_p005,8.47,False,p2rank_cleaned_p004,20.16,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_010.sdf,-10.33,17.99,-3.05,True,fpocket_cleaned_p005,7.83,False,p2rank_cleaned_p004,20.63,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_011.sdf,-10.42,17.84,-3.2,True,fpocket_cleaned_p005,7.73,False,p2rank_cleaned_p004,20.84,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_012.sdf,-10.32,17.91,-3.11,True,fpocket_cleaned_p005,7.76,False,p2rank_cleaned_p004,20.69,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_013.sdf,-9.72,18.82,-2.83,False,fpocket_cleaned_p005,8.5,False,p2rank_cleaned_p004,19.81,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_014.sdf,-9.74,19.01,-2.65,False,fpocket_cleaned_p005,8.67,False,p2rank_cleaned_p004,19.63,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_015.sdf,-10.3,18.04,-3.0,True,fpocket_cleaned_p005,7.86,False,p2rank_cleaned_p004,20.56,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_016.sdf,-9.9,18.83,-2.88,False,fpocket_cleaned_p005,8.54,False,p2rank_cleaned_p004,19.96,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_017.sdf,-9.83,18.85,-2.81,False,fpocket_cleaned_p005,8.54,False,p2rank_cleaned_p004,19.85,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_018.sdf,-10.1,18.15,-3.01,True,fpocket_cleaned_p005,7.93,False,p2rank_cleaned_p004,20.39,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_019.sdf,-9.79,19.01,-2.68,False,fpocket_cleaned_p005,8.67,False,p2rank_cleaned_p004,19.69,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_020.sdf,-9.99,18.98,-2.62,False,fpocket_cleaned_p005,8.67,False,p2rank_cleaned_p004,19.78,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_021.sdf,-10.31,17.94,-3.05,True,fpocket_cleaned_p005,7.78,False,p2rank_cleaned_p004,20.63,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_022.sdf,-10.36,17.96,-3.15,True,fpocket_cleaned_p005,7.83,False,p2rank_cleaned_p004,20.72,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_023.sdf,-10.27,17.96,-3.03,True,fpocket_cleaned_p005,7.78,False,p2rank_cleaned_p004,20.59,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_024.sdf,-10.28,17.9,-3.1,True,fpocket_cleaned_p005,7.74,False,p2rank_cleaned_p004,20.66,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_025.sdf,-10.35,18.02,-3.12,True,fpocket_cleaned_p005,7.87,False,p2rank_cleaned_p004,20.67,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_026.sdf,-10.24,17.96,-3.27,True,fpocket_cleaned_p005,7.82,False,p2rank_cleaned_p004,20.73,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_027.sdf,-10.18,17.98,-3.01,True,fpocket_cleaned_p005,7.78,False,p2rank_cleaned_p004,20.5,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_028.sdf,-10.27,17.96,-3.28,True,fpocket_cleaned_p005,7.83,False,p2rank_cleaned_p004,20.75,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_029.sdf,-10.39,18.03,-3.2,True,fpocket_cleaned_p005,7.91,False,p2rank_cleaned_p004,20.75,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_030.sdf,-10.23,17.9,-3.13,True,fpocket_cleaned_p005,7.73,False,p2rank_cleaned_p004,20.64,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_031.sdf,-10.14,18.12,-3.17,True,fpocket_cleaned_p005,7.94,False,p2rank_cleaned_p004,20.54,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_032.sdf,-10.4,18.04,-3.28,True,fpocket_cleaned_p005,7.93,False,p2rank_cleaned_p004,20.8,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_033.sdf,-10.3,17.96,-3.13,True,fpocket_cleaned_p005,7.81,False,p2rank_cleaned_p004,20.67,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_034.sdf,-9.97,18.86,-2.94,False,fpocket_cleaned_p005,8.59,False,p2rank_cleaned_p004,20.04,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_035.sdf,-10.42,18.05,-3.21,True,fpocket_cleaned_p005,7.93,False,p2rank_cleaned_p004,20.77,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_036.sdf,-9.76,19.0,-2.69,False,fpocket_cleaned_p005,8.67,False,p2rank_cleaned_p004,19.68,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_037.sdf,-9.93,18.97,-2.7,False,fpocket_cleaned_p005,8.66,False,p2rank_cleaned_p004,19.81,False
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_038.sdf,-10.1,18.07,-2.98,True,fpocket_cleaned_p005,7.85,False,p2rank_cleaned_p004,20.4,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_039.sdf,-10.3,17.97,-3.1,True,fpocket_cleaned_p005,7.81,False,p2rank_cleaned_p004,20.65,True
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,unguided_040.sdf,-10.13,18.11,-2.99,True,fpocket_cleaned_p005,7.9,False,p2rank_cleaned_p004,20.41,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_001.sdf,-9.41,17.45,-3.4,True,fpocket_cleaned_p005,7.22,False,p2rank_raw_p001,20.03,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_002.sdf,-8.34,20.09,-0.28,False,fpocket_cleaned_p005,9.75,False,p2rank_cleaned_p004,16.75,False
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_003.sdf,-9.59,15.4,-2.87,True,fpocket_cleaned_p005,5.15,False,p2rank_raw_p001,18.43,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_004.sdf,-9.57,15.75,-3.72,True,fpocket_cleaned_p005,5.72,False,p2rank_raw_p001,18.61,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_005.sdf,-9.59,15.74,-3.39,True,fpocket_cleaned_p005,5.61,False,p2rank_raw_p001,18.64,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_006.sdf,-8.0,20.31,0.4,False,fpocket_cleaned_p005,10.1,False,p2rank_cleaned_p004,16.0,False
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_007.sdf,-9.23,17.84,-3.33,True,fpocket_cleaned_p005,7.56,False,p2rank_cleaned_p004,20.19,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_008.sdf,-8.97,18.33,-0.54,True,fpocket_cleaned_p005,7.97,False,p2rank_cleaned_p004,17.94,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_009.sdf,-9.26,18.09,-0.85,True,fpocket_cleaned_p005,7.71,False,p2rank_cleaned_p004,18.42,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_010.sdf,-9.14,18.0,-2.39,True,fpocket_cleaned_p005,7.59,False,p2rank_cleaned_p004,19.41,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_011.sdf,-9.35,17.24,-2.92,True,fpocket_cleaned_p005,6.91,False,p2rank_raw_p001,19.88,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_012.sdf,-9.14,17.78,-2.33,True,fpocket_cleaned_p005,7.36,False,p2rank_cleaned_p004,19.45,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_013.sdf,-9.25,17.82,-3.29,True,fpocket_cleaned_p005,7.54,False,p2rank_cleaned_p004,20.18,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_014.sdf,-8.98,17.89,-3.24,True,fpocket_cleaned_p005,7.59,False,p2rank_cleaned_p004,19.96,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_015.sdf,-9.42,17.2,-4.32,True,fpocket_cleaned_p005,7.25,False,p2rank_raw_p001,19.73,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_016.sdf,-8.88,18.82,-1.94,False,fpocket_cleaned_p005,8.36,False,p2rank_cleaned_p004,18.65,False
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_017.sdf,-9.26,17.81,-3.3,True,fpocket_cleaned_p005,7.54,False,p2rank_cleaned_p004,20.19,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_018.sdf,-9.19,18.35,-2.94,True,fpocket_cleaned_p005,8.0,False,p2rank_cleaned_p004,19.71,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_019.sdf,-8.1,20.08,0.21,False,fpocket_cleaned_p005,9.83,False,p2rank_cleaned_p004,16.26,False
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_020.sdf,-9.5,15.88,-3.62,True,fpocket_cleaned_p005,5.79,False,p2rank_raw_p001,18.69,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_021.sdf,-8.95,18.74,-2.36,False,fpocket_cleaned_p005,8.31,False,p2rank_cleaned_p004,19.02,False
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_022.sdf,-9.58,15.81,-2.42,True,fpocket_cleaned_p005,5.47,False,p2rank_raw_p001,18.84,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_023.sdf,-9.06,17.46,-2.84,True,fpocket_cleaned_p005,7.1,False,p2rank_cleaned_p004,19.88,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_024.sdf,-9.41,17.26,-3.82,True,fpocket_cleaned_p005,7.15,False,p2rank_raw_p001,19.82,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_025.sdf,-9.51,16.15,-3.68,True,fpocket_cleaned_p005,6.07,False,p2rank_raw_p001,18.92,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_026.sdf,-9.11,17.6,-2.76,True,fpocket_cleaned_p005,7.22,False,p2rank_cleaned_p004,19.8,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_027.sdf,-9.35,17.35,-3.95,True,fpocket_cleaned_p005,7.27,False,p2rank_raw_p001,19.86,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_028.sdf,-9.44,17.26,-3.32,True,fpocket_cleaned_p005,7.02,False,p2rank_raw_p001,19.89,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_029.sdf,-9.43,15.94,-4.03,True,fpocket_cleaned_p005,5.99,False,p2rank_raw_p001,18.67,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_030.sdf,-9.51,17.56,-3.38,True,fpocket_cleaned_p005,7.34,False,p2rank_raw_p001,20.18,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_031.sdf,-9.56,16.66,-5.38,True,fpocket_cleaned_p005,7.24,False,p2rank_raw_p001,19.28,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_032.sdf,-9.16,15.68,-4.45,True,fpocket_cleaned_p005,5.9,False,p2rank_raw_p001,18.27,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_033.sdf,-9.06,17.67,-2.68,True,fpocket_cleaned_p005,7.28,False,p2rank_cleaned_p004,19.69,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_034.sdf,-9.4,15.61,-2.61,True,fpocket_cleaned_p005,5.27,False,p2rank_raw_p001,18.55,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_035.sdf,-9.47,17.12,-3.9,True,fpocket_cleaned_p005,7.05,False,p2rank_raw_p001,19.72,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_036.sdf,-9.06,18.06,-2.87,True,fpocket_cleaned_p005,7.69,False,p2rank_cleaned_p004,19.68,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_037.sdf,-9.69,15.5,-2.61,True,fpocket_cleaned_p005,5.22,False,p2rank_raw_p001,18.6,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_038.sdf,-9.28,17.26,-3.53,True,fpocket_cleaned_p005,7.06,False,p2rank_raw_p001,19.79,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_039.sdf,-9.53,15.67,-2.92,True,fpocket_cleaned_p005,5.41,False,p2rank_raw_p001,18.61,True
Orai1WT-START-Fr0,gsk7975a-deprot-OPT,unguided_040.sdf,-9.38,17.55,-3.81,True,fpocket_cleaned_p005,7.42,False,p2rank_raw_p001,20.07,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_001.sdf,-10.49,17.08,-3.26,True,fpocket_cleaned_p005,7.04,False,p2rank_raw_p001,20.26,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_002.sdf,-10.16,17.38,-3.96,True,fpocket_cleaned_p005,7.42,False,p2rank_raw_p001,20.28,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_003.sdf,-10.02,17.77,-3.97,True,fpocket_cleaned_p005,7.77,False,p2rank_raw_p001,20.55,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_004.sdf,-10.17,17.58,-4.34,True,fpocket_cleaned_p005,7.73,False,p2rank_raw_p001,20.43,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_005.sdf,-10.0,17.76,-3.96,True,fpocket_cleaned_p005,7.75,False,p2rank_raw_p001,20.53,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_006.sdf,-10.73,17.03,-3.57,True,fpocket_cleaned_p005,7.13,False,p2rank_raw_p001,20.31,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_007.sdf,-9.95,17.9,-3.7,True,fpocket_cleaned_p005,7.8,False,p2rank_raw_p001,20.65,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_008.sdf,-9.87,17.75,-3.92,True,fpocket_cleaned_p005,7.7,False,p2rank_raw_p001,20.46,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_009.sdf,-9.97,17.62,-4.11,True,fpocket_cleaned_p005,7.65,False,p2rank_raw_p001,20.38,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_010.sdf,-10.88,17.16,-4.59,True,fpocket_cleaned_p005,7.62,False,p2rank_raw_p001,20.42,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_011.sdf,-10.15,17.34,-4.08,True,fpocket_cleaned_p005,7.42,False,p2rank_raw_p001,20.24,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_012.sdf,-9.8,17.91,-3.68,True,fpocket_cleaned_p005,7.78,False,p2rank_raw_p001,20.59,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_013.sdf,-9.8,17.31,-3.91,True,fpocket_cleaned_p005,7.28,False,p2rank_raw_p001,20.05,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_014.sdf,-10.26,17.5,-3.9,True,fpocket_cleaned_p005,7.54,False,p2rank_raw_p001,20.44,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_015.sdf,-10.2,17.37,-3.95,True,fpocket_cleaned_p005,7.42,False,p2rank_raw_p001,20.29,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_016.sdf,-10.06,17.67,-3.9,True,fpocket_cleaned_p005,7.66,False,p2rank_raw_p001,20.48,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_017.sdf,-9.96,17.31,-3.61,True,fpocket_cleaned_p005,7.22,False,p2rank_raw_p001,20.15,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_018.sdf,-9.96,17.04,-3.75,True,fpocket_cleaned_p005,7.0,False,p2rank_raw_p001,19.9,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_019.sdf,-10.11,17.3,-4.1,True,fpocket_cleaned_p005,7.38,False,p2rank_raw_p001,20.18,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_020.sdf,-10.07,17.71,-3.97,True,fpocket_cleaned_p005,7.72,False,p2rank_raw_p001,20.52,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_021.sdf,-10.12,17.59,-3.84,True,fpocket_cleaned_p005,7.58,False,p2rank_raw_p001,20.45,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_022.sdf,-10.08,17.76,-3.8,True,fpocket_cleaned_p005,7.72,False,p2rank_raw_p001,20.58,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_023.sdf,-9.75,17.96,-3.7,True,fpocket_cleaned_p005,7.83,False,p2rank_raw_p001,20.61,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_024.sdf,-9.9,17.59,-4.04,True,fpocket_cleaned_p005,7.59,False,p2rank_raw_p001,20.32,True
Orai1WT-START-Fr0,gsk7975a-prot-OPT,unguided_025.sdf,-9.96,17.71,-3.86,True,fpocket_cleaned_p005,7.67,False,p2rank_raw_p001,20.48,True
