protein,n_copies,autodock_rank,optimized_rank,cnn_affinity,status,rmsd_ref,rmsd_refcopy,rmsd_nearest_copy,nearest_idx,ref_idx,cd_ref,cd_nearest,pose_file
7FRX_O88,4,11,13,6.2173218727,success,77.1642723104093,77.1642723104093,12.921252002611823,2,0,76.94106749521373,12.18475866244065,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank11_gnina.sdf
7FRX_O88,4,12,3,6.4082131386,success,80.83514114233776,80.83514114233776,5.774456237170734,3,0,80.73675965065144,3.335204259536947,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank12_gnina.sdf
7FRX_O88,4,13,6,6.3380475044,success,80.60590165847866,80.60590165847866,5.511102494329061,3,0,80.48165502724353,3.707193235980565,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank13_gnina.sdf
7FRX_O88,4,14,2,6.4222025871,success,80.55476924706775,80.55476924706775,21.268367162721574,2,0,79.98735808900214,19.10173624370397,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank14_gnina.sdf
7FRX_O88,4,15,21,5.9668936729,success,68.0146012145799,68.0146012145799,27.216204183139375,3,0,67.42244966112509,26.681822045131305,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank15_gnina.sdf
7FRX_O88,4,16,19,6.040746212,success,77.8776576135672,77.8776576135672,14.811793779822889,2,0,77.61003674164931,14.001868605611989,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank16_gnina.sdf
7FRX_O88,4,17,15,6.1560430527,success,45.989612108852,45.989612108852,29.232397768503358,1,0,45.418294269845596,28.597163625733135,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank17_gnina.sdf
7FRX_O88,4,18,17,6.087138176,success,28.629984169654488,28.629984169654488,28.629984169654488,0,0,27.6421295260996,27.6421295260996,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank18_gnina.sdf
7FRX_O88,4,19,28,5.6813030243,success,27.877166528092484,27.877166528092484,27.877166528092484,0,0,27.317072709285046,27.317072709285046,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank19_gnina.sdf
7FRX_O88,4,20,24,5.8201761246,success,78.29552077496302,78.29552077496302,15.56993416928922,3,0,78.06414766482301,15.27560734761869,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank20_gnina.sdf
7FRX_O88,4,21,29,5.6631445885,success,44.30438346298253,44.30438346298253,28.46346073410025,1,0,43.880807850908155,27.18743972086476,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank21_gnina.sdf
7FRX_O88,4,22,16,6.1085953712,success,76.8755591977667,76.8755591977667,11.405290034716344,2,0,76.59869763833804,10.59085227759106,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank22_gnina.sdf
7FRX_O88,4,23,10,6.270693779,success,63.71994776572195,63.71994776572195,18.193162253064568,3,0,63.513472452368646,16.684493256281414,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank23_gnina.sdf
7FRX_O88,4,24,20,6.0062785149,success,64.11508709610919,64.11508709610919,17.657049373031345,3,0,63.92895740142291,16.240841707047974,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank24_gnina.sdf
7FRX_O88,4,25,25,5.8028721809,success,69.60344138298765,69.60344138298765,28.033261271716736,3,0,69.08959897747988,27.515668883110756,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank25_gnina.sdf
7FRX_O88,4,26,18,6.0830163956,success,70.7262008421278,70.7262008421278,38.93132686394938,3,0,70.55453411619578,38.528118209479885,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank26_gnina.sdf
7FRX_O88,4,27,26,5.7777504921,success,88.91277020575467,88.91277020575467,28.62868915909354,2,0,88.7147962291258,27.803316113098223,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank27_gnina.sdf
7FRX_O88,4,28,27,5.7584900856,success,45.09079047397964,45.09079047397964,28.408314925299603,1,0,44.62088882414965,27.210868049419137,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank28_gnina.sdf
7FRX_O88,4,29,30,5.601670742,success,78.31147958062513,78.31147958062513,16.745870875532272,2,0,77.84619375860655,14.128256250651289,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank29_gnina.sdf
7FRX_O88,4,30,22,5.9079408646,success,63.5472789604113,63.5472789604113,19.756900135032993,3,0,63.11368313520973,17.66303587780896,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7FRX_O88/mgl_tools/docking/optimized_gnina/7FRX_O88_protein_mgl_tools__7FRX_O88_ligand_start_conf_vina_vina_out_rank30_gnina.sdf
7M31_TDR,4,1,11,4.5617852211,success,40.76778843426647,40.76778843426647,27.373796884348284,2,0,40.67350278201574,27.215099108483287,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank1_gnina.sdf
7M31_TDR,4,2,3,4.7539191246,success,21.93293131422347,21.93293131422347,21.93293131422347,0,0,21.706905163232175,21.706905163232175,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank2_gnina.sdf
7M31_TDR,4,3,7,4.7282357216,success,66.41695585694464,66.41695585694464,21.946088597920536,1,0,66.35059181850828,21.718812322122517,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank3_gnina.sdf
7M31_TDR,4,4,5,4.7447738647,success,83.645491225004,83.645491225004,21.915169806551805,3,0,83.64216846126328,21.68937004506421,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank4_gnina.sdf
7M31_TDR,4,5,12,4.557138443,success,61.80958339613149,61.80958339613149,27.461481976336724,1,0,61.778447792676616,27.30784630975882,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank5_gnina.sdf
7M31_TDR,4,6,23,4.3240027428,success,63.97514586091661,63.97514586091661,24.857539695298353,1,0,63.95342415116557,24.71637609058985,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank6_gnina.sdf
7M31_TDR,4,7,4,4.7504863739,success,33.034648901872714,33.034648901872714,21.905073439299652,2,0,32.8757713302763,21.67664912581233,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank7_gnina.sdf
7M31_TDR,4,8,10,4.58157444,success,31.33295478136575,31.33295478136575,6.810678420930865,2,0,31.216725391536773,6.461956307401449,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank8_gnina.sdf
7M31_TDR,4,9,9,4.6194829941,success,71.2702146792286,71.2702146792286,6.801061048019558,1,0,71.23406762886493,6.451002088727409,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank9_gnina.sdf
7M31_TDR,4,10,6,4.738755703,success,31.068939627580182,31.068939627580182,6.456205674818264,2,0,30.92575760164661,6.45313500661348,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank10_gnina.sdf
7M31_TDR,4,11,1,4.8286066055,success,71.08873022391727,71.08873022391727,6.429798241521009,1,0,71.0208901481793,6.426484860863962,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank11_gnina.sdf
7M31_TDR,4,12,8,4.6326003075,success,6.822770704861118,6.822770704861118,6.822770704861118,0,0,6.477414297730566,6.477414297730566,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank12_gnina.sdf
7M31_TDR,4,13,25,4.1740517616,success,50.66772686698879,50.66772686698879,48.70308009676823,2,0,50.56223186370814,48.586091021129256,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank13_gnina.sdf
7M31_TDR,4,14,13,4.5486049652,success,75.1108183094597,75.1108183094597,6.699327162318449,3,0,75.02880472088415,6.343115879585664,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank14_gnina.sdf
7M31_TDR,4,15,2,4.8035078049,success,6.407571151293513,6.407571151293513,6.407571151293513,0,0,6.401469675283971,6.401469675283971,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank15_gnina.sdf
7M31_TDR,4,16,27,4.1241030693,success,50.371651335051546,50.371651335051546,48.55363440496614,2,0,50.28821699741905,48.4296860472868,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank16_gnina.sdf
7M31_TDR,4,17,17,4.485637188,success,70.57730539824951,70.57730539824951,15.710096017458895,3,0,70.52961980149865,15.342910335999443,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank17_gnina.sdf
7M31_TDR,4,18,14,4.4974579811,success,96.62010077798396,96.62010077798396,49.691027937903996,3,0,96.59291852183856,49.61824471973769,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank18_gnina.sdf
7M31_TDR,4,19,18,4.456413269,success,32.58055509446291,32.58055509446291,21.181446828061585,2,0,32.508463797436804,21.090166413889566,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank19_gnina.sdf
7M31_TDR,4,20,16,4.4860167503,success,16.886841919244567,16.886841919244567,15.226354781722673,2,0,16.63625212818288,14.919644166589702,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank20_gnina.sdf
7M31_TDR,4,21,30,4.052529335,success,49.89748889820676,49.89748889820676,23.64530405744212,2,0,49.81095025723154,23.387224589717285,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank21_gnina.sdf
7M31_TDR,4,22,20,4.3582558632,success,50.422282328153294,50.422282328153294,49.56991981010258,2,0,50.38577752280921,49.490854465733314,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank22_gnina.sdf
7M31_TDR,4,23,21,4.3399662971,success,16.640928635813033,16.640928635813033,15.301652195324095,2,0,16.45342828403931,15.041797563784607,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank23_gnina.sdf
7M31_TDR,4,24,29,4.0623264313,success,75.82037171026882,75.82037171026882,48.7594327614326,1,0,75.78354449583186,48.64263896059192,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank24_gnina.sdf
7M31_TDR,4,25,15,4.4900989532,success,67.1402451116732,67.1402451116732,21.206965765731056,1,0,67.08318062954048,21.122580481274092,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank25_gnina.sdf
7M31_TDR,4,26,19,4.4233736992,success,21.167603546352517,21.167603546352517,21.167603546352517,0,0,21.072418322062617,21.072418322062617,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank26_gnina.sdf
7M31_TDR,4,27,24,4.1934175491,success,96.79738577679782,96.79738577679782,48.51222488037881,3,0,96.7782423005882,48.39578393563271,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank27_gnina.sdf
7M31_TDR,4,28,28,4.0948648453,success,49.2863489711908,49.2863489711908,22.930965531326603,2,0,49.25605985462192,22.81616987743938,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank28_gnina.sdf
7M31_TDR,4,29,26,4.149283886,success,96.88718572841991,96.88718572841991,48.72442557504171,3,0,96.87433129896169,48.60745618725893,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank29_gnina.sdf
7M31_TDR,4,30,22,4.3306741714,success,48.59136755439866,48.59136755439866,22.404104187650773,2,0,48.498575035126315,22.1796987058486,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/7M31_TDR/mgl_tools/docking/optimized_gnina/7M31_TDR_protein_mgl_tools__7M31_TDR_ligand_start_conf_vina_vina_out_rank30_gnina.sdf
8F4J_PHO,4,1,10,10.5181016922,success,67.13877720669097,67.13877720669097,23.714616760693445,1,0,66.28748799612369,22.746330503654015,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank1_gnina.sdf
8F4J_PHO,4,2,17,10.264424324,success,23.897832934710053,23.897832934710053,23.897832934710053,0,0,22.930141272656606,22.930141272656606,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank2_gnina.sdf
8F4J_PHO,4,3,5,10.8123483658,success,40.49038023719917,40.49038023719917,40.49038023719917,0,0,40.1083111758093,40.1083111758093,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank3_gnina.sdf
8F4J_PHO,4,4,14,10.3238134384,success,23.712472545107982,23.712472545107982,23.712472545107982,0,0,22.729989894689037,22.729989894689037,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank4_gnina.sdf
8F4J_PHO,4,5,3,11.0062990189,success,40.42010110916156,40.42010110916156,40.42010110916156,0,0,40.045104227552656,40.045104227552656,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank5_gnina.sdf
8F4J_PHO,4,6,24,10.0529508591,success,66.93692509146904,66.93692509146904,23.830874823122052,1,0,66.19216194747423,22.804733382831863,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank6_gnina.sdf
8F4J_PHO,4,7,7,10.7755908966,success,82.14259573300242,82.14259573300242,15.535327076713541,1,0,81.50130379388693,13.828361186584093,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank7_gnina.sdf
8F4J_PHO,4,8,9,10.6623973846,success,40.736870038459166,40.736870038459166,40.736870038459166,0,0,40.38123444461797,40.38123444461797,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank8_gnina.sdf
8F4J_PHO,4,9,20,10.1453485489,success,24.133333813190962,24.133333813190962,24.133333813190962,0,0,23.113119017917494,23.113119017917494,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank9_gnina.sdf
8F4J_PHO,4,10,13,10.3461294174,success,111.1684596117799,111.1684596117799,39.9298978960667,1,0,110.69208805591757,39.04723559543198,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank10_gnina.sdf
8F4J_PHO,4,11,1,11.0758628845,success,81.8483109458856,81.8483109458856,15.083627122665987,1,0,81.19196157645843,13.512130864869963,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank11_gnina.sdf
8F4J_PHO,4,12,16,10.2835350037,success,23.593343898495103,23.593343898495103,23.593343898495103,0,0,22.655874625129204,22.655874625129204,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank12_gnina.sdf
8F4J_PHO,4,13,23,10.1011476517,success,23.958034077156405,23.958034077156405,23.958034077156405,0,0,22.931682940362673,22.931682940362673,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank13_gnina.sdf
8F4J_PHO,4,14,6,10.8036136627,success,40.36434880722793,40.36434880722793,40.36434880722793,0,0,39.886635496210374,39.886635496210374,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank14_gnina.sdf
8F4J_PHO,4,15,4,10.8275880814,success,82.20112201007451,82.20112201007451,15.164510503026673,1,0,81.53667133352238,13.521983869091873,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank15_gnina.sdf
8F4J_PHO,4,16,8,10.7246904373,success,45.74881178387997,45.74881178387997,45.74881178387997,0,0,44.636725215682326,44.636725215682326,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank16_gnina.sdf
8F4J_PHO,4,17,19,10.2159700394,success,4.13167037078377,4.13167037078377,4.13167037078377,0,0,1.270792961858538,1.270792961858538,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank17_gnina.sdf
8F4J_PHO,4,18,11,10.4328155518,success,23.527550953154503,23.527550953154503,23.527550953154503,0,0,21.88995162819439,21.88995162819439,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank18_gnina.sdf
8F4J_PHO,4,19,29,9.6725215912,success,66.66248798099578,66.66248798099578,23.932024166000485,1,0,65.93976246392307,22.863834306597056,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank19_gnina.sdf
8F4J_PHO,4,20,2,11.02409935,success,81.70727496009668,81.70727496009668,15.102359519557488,1,0,81.10305278880418,13.322452111210708,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank20_gnina.sdf
8F4J_PHO,4,21,27,9.7994642258,success,29.66508192703692,29.66508192703692,2.5163120577916156,3,0,27.967088577111255,0.703130522412293,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank21_gnina.sdf
8F4J_PHO,4,22,22,10.1162385941,success,72.98068002510472,72.98068002510472,2.0508186006979643,2,0,72.9367318794786,0.7860822771520674,/home/manndo/master_dev/Dockings/vina_results_full_protein_vina_scoring_mgltools_exh128/8F4J_PHO/mgl_tools/docking/optimized_gnina/8F4J_PHO_protein_mgl_tools__8F4J_PHO_ligand_start_conf_vina_vina_out_rank22_gnina.sdf
