pose_file,docking_method,mol_pred_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,passes_valence_checks,passes_kekulization,no_radicals_before_sanitization
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-START-Fr0_spatial_sites/site_01/pose_16.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-START-Fr0_spatial_sites/site_01/pose_17.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-START-Fr0_spatial_sites/site_01/pose_18.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-START-Fr0_spatial_sites/site_01/pose_19.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-START-Fr0_spatial_sites/site_01/pose_20.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_04.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_09.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_11.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_12.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_16.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_02/pose_12.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_02/pose_19.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_09.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_14.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_01.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_02.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_04.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_05.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_06.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_09.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_10.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_13.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_15.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_16.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_18.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_19.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_20.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_01.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_02.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_04.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_05.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_06.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_09.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_13.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_15.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr400_spatial_sites/site_01/pose_17.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_01.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_02.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_03.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_04.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_05.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_06.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_07.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_08.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_09.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_10.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_11.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_12.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_13.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_14.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_15.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_16.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_17.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_18.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_19.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_20.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_01.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_02.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_03.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_04.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_06.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_09.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_13.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_15.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_16.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_20.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_01.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_02.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_03.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_04.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_05.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_06.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_07.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_08.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_09.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_11.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_12.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_13.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_15.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_16.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_17.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_18.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_19.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-START-Fr0_spatial_sites/site_01/pose_20.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_01.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_10.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_12.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_13.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_15.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_16.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_01/pose_20.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_02/pose_03.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_02/pose_09.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_02/pose_11.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_02/pose_12.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_02/pose_13.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_02/pose_14.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_spatial_sites/site_02/pose_20.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_01.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_02.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_03.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_04.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_05.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_06.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_08.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_09.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_11.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_12.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_13.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_15.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_16.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_17.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_18.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_19.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_01/pose_20.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_02/pose_01.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_02/pose_04.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_02/pose_05.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_02/pose_07.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/equibind_spatial_exclusion_poses/2abp-nh2-OPT__Orai1WT-MDSnap-Fr499_spatial_sites/site_02/pose_08.sdf,EquiBind,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
