pose_file,docking_method,mol_pred_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,passes_valence_checks,passes_kekulization,no_radicals_before_sanitization
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model10.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model11.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model12.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model13.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model14.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model15.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model16.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model17.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model18.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model19.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model20.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model21.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model22.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model23.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model24.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model25.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model26.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model27.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model28.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model29.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model30.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model1.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model2.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model3.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model4.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model5.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model6.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model7.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model8.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model9.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model10.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model11.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model12.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model13.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model14.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model15.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model16.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model17.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model18.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model19.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model20.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model21.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model22.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model23.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model24.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model25.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model26.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model27.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model28.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model29.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__2abp-nh2-OPT_vina_out_model30.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model1.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model2.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model3.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model4.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model5.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model6.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model7.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model8.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model9.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model10.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model11.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model12.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model13.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model14.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model15.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model16.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model17.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model18.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model19.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model20.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model21.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model22.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model23.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model24.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model25.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model26.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model27.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model28.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model29.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-START-Fr0__2abp-nh2-OPT_vina_out_model30.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model1.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model2.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model3.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model4.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model5.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model6.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model7.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model8.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model9.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model10.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model11.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model12.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model13.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model14.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model15.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model16.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model17.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model18.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model19.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model20.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model21.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model22.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model23.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model24.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model25.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model26.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model27.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model28.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model29.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model30.sdf,AutoDock_Vina,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank1.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank10_confidence-2.39.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank10_confidence-5.54.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank11_confidence-2.59.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank12_confidence-2.82.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank13_confidence-2.83.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank14_confidence-2.91.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank15_confidence-2.97.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank16_confidence-3.18.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank17_confidence-3.19.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank18_confidence-3.25.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank19_confidence-3.65.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank1_confidence-1.23.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank1_confidence-2.05.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank20_confidence-3.66.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/complex_0/rank21_confidence-3.73.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
