method,protein,ligand,pose_name,pose_file,output_image,interactions,total_interactions,error,attractive_charge,repulsion,metal_coordination,carbon_pi,hydrophobic,cation_pi,covalent,alkyl_pi,amide_pi,hydrogen_bonds,salt_bridge,pi_cation,donor_pi,pi_pi_stacking,halogen_bonds,ionic
equibind,Orai1WT-START-Fr0_cleaned,2abp-nh3p-OPT,2abp-nh3p-OPT__Orai1WT-START-Fr0_cleaned/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/2abp-nh3p-OPT__Orai1WT-START-Fr0_cleaned/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-START-Fr0_cleaned__2abp-nh3p-OPT/images/2abp-nh3p-OPT__Orai1WT-START-Fr0_cleaned_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 3, 'carbon_pi': 3, 'pi_pi_stacking': 3, 'donor_pi': 0, 'amide_pi': 0, 'hydrophobic': 10, 'ionic': 0, 'halogen_bonds': 0, 'cation_pi': 1, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 9, 'attractive_charge': 0, 'pi_cation': 1, 'repulsion': 0}",30,,0,0,0,3,10,1,0,9,0,3,0,1,0,3,0,0
equibind,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr300/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr300/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet/images/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr300_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 0, 'carbon_pi': 4, 'pi_pi_stacking': 3, 'donor_pi': 0, 'amide_pi': 0, 'hydrophobic': 5, 'ionic': 0, 'halogen_bonds': 1, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 8, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",21,,0,0,0,4,5,0,0,8,0,0,0,0,0,3,1,0
equibind,Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr300_cleaned/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr300_cleaned/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr300_cleaned__Synta-66-OPT-Singlet/images/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr300_cleaned_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 0, 'carbon_pi': 3, 'pi_pi_stacking': 3, 'donor_pi': 0, 'amide_pi': 0, 'hydrophobic': 4, 'ionic': 0, 'halogen_bonds': 0, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 7, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",17,,0,0,0,3,4,0,0,7,0,0,0,0,0,3,0,0
equibind,Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet/images/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 3, 'carbon_pi': 7, 'pi_pi_stacking': 5, 'donor_pi': 0, 'amide_pi': 0, 'hydrophobic': 9, 'ionic': 0, 'halogen_bonds': 3, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 11, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",38,,0,0,0,7,9,0,0,11,0,3,0,0,0,5,3,0
equibind,Orai1WT-MDSnap-Fr400_cleaned,Synta-66-OPT-Singlet,Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400_cleaned/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400_cleaned/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr400_cleaned__Synta-66-OPT-Singlet/images/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400_cleaned_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 2, 'carbon_pi': 5, 'pi_pi_stacking': 4, 'donor_pi': 0, 'amide_pi': 0, 'hydrophobic': 8, 'ionic': 0, 'halogen_bonds': 1, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 10, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",30,,0,0,0,5,8,0,0,10,0,2,0,0,0,4,1,0
equibind,Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr499__Synta-66-OPT-Singlet/images/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 6, 'carbon_pi': 6, 'pi_pi_stacking': 4, 'donor_pi': 0, 'amide_pi': 0, 'hydrophobic': 6, 'ionic': 0, 'halogen_bonds': 0, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 9, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",31,,0,0,0,6,6,0,0,9,0,6,0,0,0,4,0,0
equibind,Orai1WT-MDSnap-Fr499_cleaned,Synta-66-OPT-Singlet,Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_cleaned/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_cleaned/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr499_cleaned__Synta-66-OPT-Singlet/images/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr499_cleaned_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 2, 'carbon_pi': 5, 'pi_pi_stacking': 3, 'donor_pi': 0, 'amide_pi': 0, 'hydrophobic': 6, 'ionic': 0, 'halogen_bonds': 0, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 12, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",28,,0,0,0,5,6,0,0,12,0,2,0,0,0,3,0,0
equibind,Orai1WT-START-Fr0,Synta-66-OPT-Singlet,Synta-66-OPT-Singlet__Orai1WT-START-Fr0/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/Synta-66-OPT-Singlet__Orai1WT-START-Fr0/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-START-Fr0__Synta-66-OPT-Singlet/images/Synta-66-OPT-Singlet__Orai1WT-START-Fr0_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 4, 'carbon_pi': 5, 'pi_pi_stacking': 5, 'donor_pi': 1, 'amide_pi': 0, 'hydrophobic': 13, 'ionic': 0, 'halogen_bonds': 1, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 12, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",41,,0,0,0,5,13,0,0,12,0,4,0,0,1,5,1,0
equibind,Orai1WT-START-Fr0_cleaned,Synta-66-OPT-Singlet,Synta-66-OPT-Singlet__Orai1WT-START-Fr0_cleaned/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/Synta-66-OPT-Singlet__Orai1WT-START-Fr0_cleaned/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-START-Fr0_cleaned__Synta-66-OPT-Singlet/images/Synta-66-OPT-Singlet__Orai1WT-START-Fr0_cleaned_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 8, 'carbon_pi': 7, 'pi_pi_stacking': 5, 'donor_pi': 0, 'amide_pi': 0, 'hydrophobic': 12, 'ionic': 0, 'halogen_bonds': 1, 'cation_pi': 1, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 17, 'attractive_charge': 0, 'pi_cation': 1, 'repulsion': 0}",52,,0,0,0,7,12,1,0,17,0,8,0,1,0,5,1,0
equibind,Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr300__gsk7975a-deprot-OPT/images/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 4, 'carbon_pi': 4, 'pi_pi_stacking': 4, 'donor_pi': 1, 'amide_pi': 0, 'hydrophobic': 7, 'ionic': 0, 'halogen_bonds': 4, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 9, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",33,,0,0,0,4,7,0,0,9,0,4,0,0,1,4,4,0
equibind,Orai1WT-MDSnap-Fr300_cleaned,gsk7975a-deprot-OPT,gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_cleaned/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_cleaned/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr300_cleaned__gsk7975a-deprot-OPT/images/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr300_cleaned_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 4, 'carbon_pi': 3, 'pi_pi_stacking': 3, 'donor_pi': 1, 'amide_pi': 0, 'hydrophobic': 9, 'ionic': 0, 'halogen_bonds': 4, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 1, 'alkyl_pi': 10, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",35,,0,0,0,3,9,0,1,10,0,4,0,0,1,3,4,0
equibind,Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr400/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr400/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr400__gsk7975a-deprot-OPT/images/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr400_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 5, 'carbon_pi': 4, 'pi_pi_stacking': 3, 'donor_pi': 1, 'amide_pi': 0, 'hydrophobic': 5, 'ionic': 0, 'halogen_bonds': 3, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 9, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",30,,0,0,0,4,5,0,0,9,0,5,0,0,1,3,3,0
equibind,Orai1WT-MDSnap-Fr400_cleaned,gsk7975a-deprot-OPT,gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr400_cleaned/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr400_cleaned/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr400_cleaned__gsk7975a-deprot-OPT/images/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr400_cleaned_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 2, 'carbon_pi': 5, 'pi_pi_stacking': 3, 'donor_pi': 1, 'amide_pi': 0, 'hydrophobic': 6, 'ionic': 0, 'halogen_bonds': 1, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 1, 'alkyl_pi': 11, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",30,,0,0,0,5,6,0,1,11,0,2,0,0,1,3,1,0
equibind,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT/images/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 4, 'carbon_pi': 3, 'pi_pi_stacking': 3, 'donor_pi': 1, 'amide_pi': 0, 'hydrophobic': 6, 'ionic': 0, 'halogen_bonds': 5, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 1, 'alkyl_pi': 11, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",34,,0,0,0,3,6,0,1,11,0,4,0,0,1,3,5,0
equibind,Orai1WT-MDSnap-Fr499_cleaned,gsk7975a-deprot-OPT,gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_cleaned/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_cleaned/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-MDSnap-Fr499_cleaned__gsk7975a-deprot-OPT/images/gsk7975a-deprot-OPT__Orai1WT-MDSnap-Fr499_cleaned_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 2, 'carbon_pi': 3, 'pi_pi_stacking': 3, 'donor_pi': 1, 'amide_pi': 0, 'hydrophobic': 9, 'ionic': 0, 'halogen_bonds': 4, 'cation_pi': 1, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 11, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",34,,0,0,0,3,9,1,0,11,0,2,0,0,1,3,4,0
equibind,Orai1WT-START-Fr0,gsk7975a-deprot-OPT,gsk7975a-deprot-OPT__Orai1WT-START-Fr0/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/gsk7975a-deprot-OPT__Orai1WT-START-Fr0/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-START-Fr0__gsk7975a-deprot-OPT/images/gsk7975a-deprot-OPT__Orai1WT-START-Fr0_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 5, 'carbon_pi': 3, 'pi_pi_stacking': 2, 'donor_pi': 0, 'amide_pi': 0, 'hydrophobic': 8, 'ionic': 0, 'halogen_bonds': 7, 'cation_pi': 0, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 0, 'alkyl_pi': 10, 'attractive_charge': 0, 'pi_cation': 0, 'repulsion': 0}",35,,0,0,0,3,8,0,0,10,0,5,0,0,0,2,7,0
equibind,Orai1WT-START-Fr0_cleaned,gsk7975a-deprot-OPT,gsk7975a-deprot-OPT__Orai1WT-START-Fr0_cleaned/pose_01.sdf,/home/manndo/master_dev/equibind_docked_poses/gsk7975a-deprot-OPT__Orai1WT-START-Fr0_cleaned/pose_01.sdf,/home/manndo/master_dev/pandamap_results/full_analysis/equibind/Orai1WT-START-Fr0_cleaned__gsk7975a-deprot-OPT/images/gsk7975a-deprot-OPT__Orai1WT-START-Fr0_cleaned_pose_01.sdf_interactions.png,"{'hydrogen_bonds': 6, 'carbon_pi': 6, 'pi_pi_stacking': 6, 'donor_pi': 0, 'amide_pi': 0, 'hydrophobic': 7, 'ionic': 0, 'halogen_bonds': 8, 'cation_pi': 1, 'metal_coordination': 0, 'salt_bridge': 0, 'covalent': 1, 'alkyl_pi': 9, 'attractive_charge': 0, 'pi_cation': 1, 'repulsion': 0}",45,,0,0,0,6,7,1,1,9,0,6,0,1,0,6,8,0
